,dateObserved,intensity,filled_intensity,hourOfDay,date,year,month_number,month,days_of_week
0,2023-01-03 13:40:00+00:00,166.0,166.0,13,2023-01-03,2023,1,January,Tuesday
1,2023-01-03 13:55:00+00:00,152.0,152.0,13,2023-01-03,2023,1,January,Tuesday
2,2023-01-03 14:10:00+00:00,183.0,183.0,14,2023-01-03,2023,1,January,Tuesday
3,2023-01-03 14:25:00+00:00,201.0,201.0,14,2023-01-03,2023,1,January,Tuesday
4,2023-01-03 14:40:00+00:00,233.0,233.0,14,2023-01-03,2023,1,January,Tuesday
5,2023-01-03 14:55:00+00:00,202.0,202.0,14,2023-01-03,2023,1,January,Tuesday
6,2023-01-03 15:10:00+00:00,215.0,215.0,15,2023-01-03,2023,1,January,Tuesday
7,2023-01-03 15:25:00+00:00,250.0,250.0,15,2023-01-03,2023,1,January,Tuesday
8,2023-01-03 15:40:00+00:00,211.0,211.0,15,2023-01-03,2023,1,January,Tuesday
9,2023-01-03 15:55:00+00:00,222.0,222.0,15,2023-01-03,2023,1,January,Tuesday
10,2023-01-03 16:10:00+00:00,225.0,225.0,16,2023-01-03,2023,1,January,Tuesday
11,2023-01-03 16:25:00+00:00,235.0,235.0,16,2023-01-03,2023,1,January,Tuesday
12,2023-01-03 16:40:00+00:00,175.0,175.0,16,2023-01-03,2023,1,January,Tuesday
13,2023-01-03 16:55:00+00:00,185.0,185.0,16,2023-01-03,2023,1,January,Tuesday
14,2023-01-03 17:10:00+00:00,153.0,153.0,17,2023-01-03,2023,1,January,Tuesday
15,2023-01-03 17:25:00+00:00,123.0,123.0,17,2023-01-03,2023,1,January,Tuesday
16,2023-01-03 17:40:00+00:00,116.0,116.0,17,2023-01-03,2023,1,January,Tuesday
17,2023-01-03 17:55:00+00:00,91.0,91.0,17,2023-01-03,2023,1,January,Tuesday
18,2023-01-03 18:10:00+00:00,65.0,65.0,18,2023-01-03,2023,1,January,Tuesday
19,2023-01-03 18:25:00+00:00,94.0,94.0,18,2023-01-03,2023,1,January,Tuesday
20,2023-01-03 18:40:00+00:00,52.0,52.0,18,2023-01-03,2023,1,January,Tuesday
21,2023-01-03 18:55:00+00:00,53.0,53.0,18,2023-01-03,2023,1,January,Tuesday
22,2023-01-03 19:10:00+00:00,53.0,53.0,19,2023-01-03,2023,1,January,Tuesday
23,2023-01-03 19:25:00+00:00,35.0,35.0,19,2023-01-03,2023,1,January,Tuesday
24,2023-01-03 19:40:00+00:00,31.0,31.0,19,2023-01-03,2023,1,January,Tuesday
25,2023-01-03 19:55:00+00:00,28.0,28.0,19,2023-01-03,2023,1,January,Tuesday
26,2023-01-03 20:10:00+00:00,24.0,24.0,20,2023-01-03,2023,1,January,Tuesday
27,2023-01-03 20:25:00+00:00,28.0,28.0,20,2023-01-03,2023,1,January,Tuesday
28,2023-01-03 20:40:00+00:00,19.0,19.0,20,2023-01-03,2023,1,January,Tuesday
29,2023-01-03 20:55:00+00:00,31.0,31.0,20,2023-01-03,2023,1,January,Tuesday
30,2023-01-03 21:10:00+00:00,26.0,26.0,21,2023-01-03,2023,1,January,Tuesday
31,2023-01-03 21:25:00+00:00,26.0,26.0,21,2023-01-03,2023,1,January,Tuesday
32,2023-01-03 21:40:00+00:00,20.0,20.0,21,2023-01-03,2023,1,January,Tuesday
33,2023-01-03 21:55:00+00:00,13.0,13.0,21,2023-01-03,2023,1,January,Tuesday
34,2023-01-03 22:10:00+00:00,8.0,8.0,22,2023-01-03,2023,1,January,Tuesday
35,2023-01-03 22:25:00+00:00,7.0,7.0,22,2023-01-03,2023,1,January,Tuesday
36,2023-01-03 22:40:00+00:00,7.0,7.0,22,2023-01-03,2023,1,January,Tuesday
37,2023-01-03 22:55:00+00:00,5.0,5.0,22,2023-01-03,2023,1,January,Tuesday
38,2023-01-03 23:10:00+00:00,5.0,5.0,23,2023-01-03,2023,1,January,Tuesday
39,2023-01-03 23:25:00+00:00,5.0,5.0,23,2023-01-03,2023,1,January,Tuesday
40,2023-01-03 23:40:00+00:00,4.0,4.0,23,2023-01-03,2023,1,January,Tuesday
41,2023-01-03 23:55:00+00:00,4.0,4.0,23,2023-01-03,2023,1,January,Tuesday
42,2023-01-04 00:10:00+00:00,3.0,3.0,0,2023-01-04,2023,1,January,Wednesday
43,2023-01-04 00:25:00+00:00,2.0,2.0,0,2023-01-04,2023,1,January,Wednesday
44,2023-01-04 00:40:00+00:00,,2.0,0,2023-01-04,2023,1,January,Wednesday
45,2023-01-04 00:55:00+00:00,1.0,1.0,0,2023-01-04,2023,1,January,Wednesday
46,2023-01-04 01:10:00+00:00,1.0,1.0,1,2023-01-04,2023,1,January,Wednesday
47,2023-01-04 01:25:00+00:00,4.0,4.0,1,2023-01-04,2023,1,January,Wednesday
48,2023-01-04 01:40:00+00:00,5.0,5.0,1,2023-01-04,2023,1,January,Wednesday
49,2023-01-04 01:55:00+00:00,,5.0,1,2023-01-04,2023,1,January,Wednesday
50,2023-01-04 02:10:00+00:00,,4.0,2,2023-01-04,2023,1,January,Wednesday
51,2023-01-04 02:25:00+00:00,,3.0,2,2023-01-04,2023,1,January,Wednesday
52,2023-01-04 02:40:00+00:00,2.0,2.0,2,2023-01-04,2023,1,January,Wednesday
53,2023-01-04 02:55:00+00:00,,2.0,2,2023-01-04,2023,1,January,Wednesday
54,2023-01-04 03:10:00+00:00,2.0,2.0,3,2023-01-04,2023,1,January,Wednesday
55,2023-01-04 03:25:00+00:00,2.0,2.0,3,2023-01-04,2023,1,January,Wednesday
56,2023-01-04 03:40:00+00:00,2.0,2.0,3,2023-01-04,2023,1,January,Wednesday
57,2023-01-04 03:55:00+00:00,1.0,1.0,3,2023-01-04,2023,1,January,Wednesday
58,2023-01-04 04:10:00+00:00,8.0,8.0,4,2023-01-04,2023,1,January,Wednesday
59,2023-01-04 04:25:00+00:00,7.0,7.0,4,2023-01-04,2023,1,January,Wednesday
60,2023-01-04 04:40:00+00:00,19.0,19.0,4,2023-01-04,2023,1,January,Wednesday
61,2023-01-04 04:55:00+00:00,12.0,12.0,4,2023-01-04,2023,1,January,Wednesday
62,2023-01-04 05:10:00+00:00,18.0,18.0,5,2023-01-04,2023,1,January,Wednesday
63,2023-01-04 05:25:00+00:00,29.0,29.0,5,2023-01-04,2023,1,January,Wednesday
64,2023-01-04 05:40:00+00:00,53.0,53.0,5,2023-01-04,2023,1,January,Wednesday
65,2023-01-04 05:55:00+00:00,53.0,53.0,5,2023-01-04,2023,1,January,Wednesday
66,2023-01-04 06:10:00+00:00,57.0,57.0,6,2023-01-04,2023,1,January,Wednesday
67,2023-01-04 06:25:00+00:00,63.0,63.0,6,2023-01-04,2023,1,January,Wednesday
68,2023-01-04 06:40:00+00:00,111.0,111.0,6,2023-01-04,2023,1,January,Wednesday
69,2023-01-04 06:55:00+00:00,72.0,72.0,6,2023-01-04,2023,1,January,Wednesday
70,2023-01-04 07:10:00+00:00,42.0,42.0,7,2023-01-04,2023,1,January,Wednesday
71,2023-01-04 07:25:00+00:00,72.0,72.0,7,2023-01-04,2023,1,January,Wednesday
72,2023-01-04 07:40:00+00:00,74.0,74.0,7,2023-01-04,2023,1,January,Wednesday
73,2023-01-04 07:55:00+00:00,87.0,87.0,7,2023-01-04,2023,1,January,Wednesday
74,2023-01-04 08:10:00+00:00,75.0,75.0,8,2023-01-04,2023,1,January,Wednesday
75,2023-01-04 08:25:00+00:00,77.0,77.0,8,2023-01-04,2023,1,January,Wednesday
76,2023-01-04 08:40:00+00:00,71.0,71.0,8,2023-01-04,2023,1,January,Wednesday
77,2023-01-04 08:55:00+00:00,93.0,93.0,8,2023-01-04,2023,1,January,Wednesday
78,2023-01-04 09:10:00+00:00,89.0,89.0,9,2023-01-04,2023,1,January,Wednesday
79,2023-01-04 09:25:00+00:00,121.0,121.0,9,2023-01-04,2023,1,January,Wednesday
80,2023-01-04 09:40:00+00:00,107.0,107.0,9,2023-01-04,2023,1,January,Wednesday
81,2023-01-04 09:55:00+00:00,117.0,117.0,9,2023-01-04,2023,1,January,Wednesday
82,2023-01-04 10:10:00+00:00,140.0,140.0,10,2023-01-04,2023,1,January,Wednesday
83,2023-01-04 10:25:00+00:00,121.0,121.0,10,2023-01-04,2023,1,January,Wednesday
84,2023-01-04 10:40:00+00:00,105.0,105.0,10,2023-01-04,2023,1,January,Wednesday
85,2023-01-04 10:55:00+00:00,117.0,117.0,10,2023-01-04,2023,1,January,Wednesday
86,2023-01-04 11:10:00+00:00,104.0,104.0,11,2023-01-04,2023,1,January,Wednesday
87,2023-01-04 11:25:00+00:00,105.0,105.0,11,2023-01-04,2023,1,January,Wednesday
88,2023-01-04 11:40:00+00:00,127.0,127.0,11,2023-01-04,2023,1,January,Wednesday
89,2023-01-04 11:55:00+00:00,121.0,121.0,11,2023-01-04,2023,1,January,Wednesday
90,2023-01-04 12:10:00+00:00,131.0,131.0,12,2023-01-04,2023,1,January,Wednesday
91,2023-01-04 12:25:00+00:00,144.0,144.0,12,2023-01-04,2023,1,January,Wednesday
92,2023-01-04 12:40:00+00:00,143.0,143.0,12,2023-01-04,2023,1,January,Wednesday
93,2023-01-04 12:55:00+00:00,139.0,139.0,12,2023-01-04,2023,1,January,Wednesday
94,2023-01-04 13:10:00+00:00,143.0,143.0,13,2023-01-04,2023,1,January,Wednesday
95,2023-01-04 13:25:00+00:00,179.0,179.0,13,2023-01-04,2023,1,January,Wednesday
96,2023-01-04 13:40:00+00:00,164.0,164.0,13,2023-01-04,2023,1,January,Wednesday
97,2023-01-04 13:55:00+00:00,158.0,158.0,13,2023-01-04,2023,1,January,Wednesday
98,2023-01-04 14:10:00+00:00,190.0,190.0,14,2023-01-04,2023,1,January,Wednesday
99,2023-01-04 14:25:00+00:00,212.0,212.0,14,2023-01-04,2023,1,January,Wednesday
100,2023-01-04 14:40:00+00:00,221.0,221.0,14,2023-01-04,2023,1,January,Wednesday
101,2023-01-04 14:55:00+00:00,236.0,236.0,14,2023-01-04,2023,1,January,Wednesday
102,2023-01-04 15:10:00+00:00,243.0,243.0,15,2023-01-04,2023,1,January,Wednesday
103,2023-01-04 15:25:00+00:00,206.0,206.0,15,2023-01-04,2023,1,January,Wednesday
104,2023-01-04 15:40:00+00:00,216.0,216.0,15,2023-01-04,2023,1,January,Wednesday
105,2023-01-04 15:55:00+00:00,188.0,188.0,15,2023-01-04,2023,1,January,Wednesday
106,2023-01-04 16:10:00+00:00,153.0,153.0,16,2023-01-04,2023,1,January,Wednesday
107,2023-01-04 16:25:00+00:00,218.0,218.0,16,2023-01-04,2023,1,January,Wednesday
108,2023-01-04 16:40:00+00:00,163.0,163.0,16,2023-01-04,2023,1,January,Wednesday
109,2023-01-04 16:55:00+00:00,154.0,154.0,16,2023-01-04,2023,1,January,Wednesday
110,2023-01-04 17:10:00+00:00,136.0,136.0,17,2023-01-04,2023,1,January,Wednesday
111,2023-01-04 17:25:00+00:00,138.0,138.0,17,2023-01-04,2023,1,January,Wednesday
112,2023-01-04 17:40:00+00:00,105.0,105.0,17,2023-01-04,2023,1,January,Wednesday
113,2023-01-04 17:55:00+00:00,85.0,85.0,17,2023-01-04,2023,1,January,Wednesday
114,2023-01-04 18:10:00+00:00,62.0,62.0,18,2023-01-04,2023,1,January,Wednesday
115,2023-01-04 18:25:00+00:00,61.0,61.0,18,2023-01-04,2023,1,January,Wednesday
116,2023-01-04 18:40:00+00:00,46.0,46.0,18,2023-01-04,2023,1,January,Wednesday
117,2023-01-04 18:55:00+00:00,13.0,13.0,18,2023-01-04,2023,1,January,Wednesday
118,2023-01-04 19:10:00+00:00,1.0,1.0,19,2023-01-04,2023,1,January,Wednesday
119,2023-01-04 19:25:00+00:00,9.0,9.0,19,2023-01-04,2023,1,January,Wednesday
120,2023-01-04 19:40:00+00:00,12.0,12.0,19,2023-01-04,2023,1,January,Wednesday
121,2023-01-04 19:55:00+00:00,26.0,26.0,19,2023-01-04,2023,1,January,Wednesday
122,2023-01-04 20:10:00+00:00,26.0,26.0,20,2023-01-04,2023,1,January,Wednesday
123,2023-01-04 20:25:00+00:00,40.0,40.0,20,2023-01-04,2023,1,January,Wednesday
124,2023-01-04 20:40:00+00:00,25.0,25.0,20,2023-01-04,2023,1,January,Wednesday
125,2023-01-04 20:55:00+00:00,19.0,19.0,20,2023-01-04,2023,1,January,Wednesday
126,2023-01-04 21:10:00+00:00,20.0,20.0,21,2023-01-04,2023,1,January,Wednesday
127,2023-01-04 21:25:00+00:00,30.0,30.0,21,2023-01-04,2023,1,January,Wednesday
128,2023-01-04 21:40:00+00:00,18.0,18.0,21,2023-01-04,2023,1,January,Wednesday
129,2023-01-04 21:55:00+00:00,31.0,31.0,21,2023-01-04,2023,1,January,Wednesday
130,2023-01-04 22:10:00+00:00,32.0,32.0,22,2023-01-04,2023,1,January,Wednesday
131,2023-01-04 22:25:00+00:00,13.0,13.0,22,2023-01-04,2023,1,January,Wednesday
132,2023-01-04 22:40:00+00:00,7.0,7.0,22,2023-01-04,2023,1,January,Wednesday
133,2023-01-04 22:55:00+00:00,8.0,8.0,22,2023-01-04,2023,1,January,Wednesday
134,2023-01-04 23:10:00+00:00,14.0,14.0,23,2023-01-04,2023,1,January,Wednesday
135,2023-01-04 23:25:00+00:00,8.0,8.0,23,2023-01-04,2023,1,January,Wednesday
136,2023-01-04 23:40:00+00:00,5.0,5.0,23,2023-01-04,2023,1,January,Wednesday
137,2023-01-04 23:55:00+00:00,7.0,7.0,23,2023-01-04,2023,1,January,Wednesday
138,2023-01-05 00:10:00+00:00,2.0,2.0,0,2023-01-05,2023,1,January,Thursday
139,2023-01-05 00:25:00+00:00,4.0,4.0,0,2023-01-05,2023,1,January,Thursday
140,2023-01-05 00:40:00+00:00,3.0,3.0,0,2023-01-05,2023,1,January,Thursday
141,2023-01-05 00:55:00+00:00,4.0,4.0,0,2023-01-05,2023,1,January,Thursday
142,2023-01-05 01:10:00+00:00,,4.0,1,2023-01-05,2023,1,January,Thursday
143,2023-01-05 01:25:00+00:00,3.0,3.0,1,2023-01-05,2023,1,January,Thursday
144,2023-01-05 01:40:00+00:00,,3.0,1,2023-01-05,2023,1,January,Thursday
145,2023-01-05 01:55:00+00:00,2.0,2.0,1,2023-01-05,2023,1,January,Thursday
146,2023-01-05 02:10:00+00:00,1.0,1.0,2,2023-01-05,2023,1,January,Thursday
147,2023-01-05 02:25:00+00:00,3.0,3.0,2,2023-01-05,2023,1,January,Thursday
148,2023-01-05 02:40:00+00:00,1.0,1.0,2,2023-01-05,2023,1,January,Thursday
149,2023-01-05 02:55:00+00:00,1.0,1.0,2,2023-01-05,2023,1,January,Thursday
150,2023-01-05 03:10:00+00:00,,2.0,3,2023-01-05,2023,1,January,Thursday
151,2023-01-05 03:25:00+00:00,2.0,2.0,3,2023-01-05,2023,1,January,Thursday
152,2023-01-05 03:40:00+00:00,2.0,2.0,3,2023-01-05,2023,1,January,Thursday
153,2023-01-05 03:55:00+00:00,2.0,2.0,3,2023-01-05,2023,1,January,Thursday
154,2023-01-05 04:10:00+00:00,4.0,4.0,4,2023-01-05,2023,1,January,Thursday
155,2023-01-05 04:25:00+00:00,11.0,11.0,4,2023-01-05,2023,1,January,Thursday
156,2023-01-05 04:40:00+00:00,13.0,13.0,4,2023-01-05,2023,1,January,Thursday
157,2023-01-05 04:55:00+00:00,31.0,31.0,4,2023-01-05,2023,1,January,Thursday
158,2023-01-05 05:10:00+00:00,22.0,22.0,5,2023-01-05,2023,1,January,Thursday
159,2023-01-05 05:25:00+00:00,34.0,34.0,5,2023-01-05,2023,1,January,Thursday
160,2023-01-05 05:40:00+00:00,42.0,42.0,5,2023-01-05,2023,1,January,Thursday
161,2023-01-05 05:55:00+00:00,58.0,58.0,5,2023-01-05,2023,1,January,Thursday
162,2023-01-05 06:10:00+00:00,51.0,51.0,6,2023-01-05,2023,1,January,Thursday
163,2023-01-05 06:25:00+00:00,58.0,58.0,6,2023-01-05,2023,1,January,Thursday
164,2023-01-05 06:40:00+00:00,73.0,73.0,6,2023-01-05,2023,1,January,Thursday
165,2023-01-05 06:55:00+00:00,70.0,70.0,6,2023-01-05,2023,1,January,Thursday
166,2023-01-05 07:10:00+00:00,61.0,61.0,7,2023-01-05,2023,1,January,Thursday
167,2023-01-05 07:25:00+00:00,69.0,69.0,7,2023-01-05,2023,1,January,Thursday
168,2023-01-05 07:40:00+00:00,93.0,93.0,7,2023-01-05,2023,1,January,Thursday
169,2023-01-05 07:55:00+00:00,59.0,59.0,7,2023-01-05,2023,1,January,Thursday
170,2023-01-05 08:10:00+00:00,75.0,75.0,8,2023-01-05,2023,1,January,Thursday
171,2023-01-05 08:25:00+00:00,79.0,79.0,8,2023-01-05,2023,1,January,Thursday
172,2023-01-05 08:40:00+00:00,81.0,81.0,8,2023-01-05,2023,1,January,Thursday
173,2023-01-05 08:55:00+00:00,88.0,88.0,8,2023-01-05,2023,1,January,Thursday
174,2023-01-05 09:10:00+00:00,76.0,76.0,9,2023-01-05,2023,1,January,Thursday
175,2023-01-05 09:25:00+00:00,119.0,119.0,9,2023-01-05,2023,1,January,Thursday
176,2023-01-05 09:40:00+00:00,102.0,102.0,9,2023-01-05,2023,1,January,Thursday
177,2023-01-05 09:55:00+00:00,92.0,92.0,9,2023-01-05,2023,1,January,Thursday
178,2023-01-05 10:10:00+00:00,109.0,109.0,10,2023-01-05,2023,1,January,Thursday
179,2023-01-05 10:25:00+00:00,113.0,113.0,10,2023-01-05,2023,1,January,Thursday
180,2023-01-05 10:40:00+00:00,137.0,137.0,10,2023-01-05,2023,1,January,Thursday
181,2023-01-05 10:55:00+00:00,122.0,122.0,10,2023-01-05,2023,1,January,Thursday
182,2023-01-05 11:10:00+00:00,103.0,103.0,11,2023-01-05,2023,1,January,Thursday
183,2023-01-05 11:25:00+00:00,133.0,133.0,11,2023-01-05,2023,1,January,Thursday
184,2023-01-05 11:40:00+00:00,141.0,141.0,11,2023-01-05,2023,1,January,Thursday
185,2023-01-05 11:55:00+00:00,141.0,141.0,11,2023-01-05,2023,1,January,Thursday
186,2023-01-05 12:10:00+00:00,157.0,157.0,12,2023-01-05,2023,1,January,Thursday
187,2023-01-05 12:25:00+00:00,148.0,148.0,12,2023-01-05,2023,1,January,Thursday
188,2023-01-05 12:40:00+00:00,155.0,155.0,12,2023-01-05,2023,1,January,Thursday
189,2023-01-05 12:55:00+00:00,145.0,145.0,12,2023-01-05,2023,1,January,Thursday
190,2023-01-05 13:10:00+00:00,165.0,165.0,13,2023-01-05,2023,1,January,Thursday
191,2023-01-05 13:25:00+00:00,174.0,174.0,13,2023-01-05,2023,1,January,Thursday
192,2023-01-05 13:40:00+00:00,171.0,171.0,13,2023-01-05,2023,1,January,Thursday
193,2023-01-05 13:55:00+00:00,200.0,200.0,13,2023-01-05,2023,1,January,Thursday
194,2023-01-05 14:10:00+00:00,203.0,203.0,14,2023-01-05,2023,1,January,Thursday
195,2023-01-05 14:25:00+00:00,206.0,206.0,14,2023-01-05,2023,1,January,Thursday
196,2023-01-05 14:40:00+00:00,192.0,192.0,14,2023-01-05,2023,1,January,Thursday
197,2023-01-05 14:55:00+00:00,225.0,225.0,14,2023-01-05,2023,1,January,Thursday
198,2023-01-05 15:10:00+00:00,210.0,210.0,15,2023-01-05,2023,1,January,Thursday
199,2023-01-05 15:25:00+00:00,250.0,250.0,15,2023-01-05,2023,1,January,Thursday
200,2023-01-05 15:40:00+00:00,236.0,236.0,15,2023-01-05,2023,1,January,Thursday
201,2023-01-05 15:55:00+00:00,194.0,194.0,15,2023-01-05,2023,1,January,Thursday
202,2023-01-05 16:10:00+00:00,149.0,149.0,16,2023-01-05,2023,1,January,Thursday
203,2023-01-05 16:25:00+00:00,191.0,191.0,16,2023-01-05,2023,1,January,Thursday
204,2023-01-05 16:40:00+00:00,203.0,203.0,16,2023-01-05,2023,1,January,Thursday
205,2023-01-05 16:55:00+00:00,182.0,182.0,16,2023-01-05,2023,1,January,Thursday
206,2023-01-05 17:10:00+00:00,151.0,151.0,17,2023-01-05,2023,1,January,Thursday
207,2023-01-05 17:25:00+00:00,170.0,170.0,17,2023-01-05,2023,1,January,Thursday
208,2023-01-05 17:40:00+00:00,124.0,124.0,17,2023-01-05,2023,1,January,Thursday
209,2023-01-05 17:55:00+00:00,96.0,96.0,17,2023-01-05,2023,1,January,Thursday
210,2023-01-05 18:10:00+00:00,85.0,85.0,18,2023-01-05,2023,1,January,Thursday
211,2023-01-05 18:25:00+00:00,73.0,73.0,18,2023-01-05,2023,1,January,Thursday
212,2023-01-05 18:40:00+00:00,55.0,55.0,18,2023-01-05,2023,1,January,Thursday
213,2023-01-05 18:55:00+00:00,64.0,64.0,18,2023-01-05,2023,1,January,Thursday
214,2023-01-05 19:10:00+00:00,43.0,43.0,19,2023-01-05,2023,1,January,Thursday
215,2023-01-05 19:25:00+00:00,44.0,44.0,19,2023-01-05,2023,1,January,Thursday
216,2023-01-05 19:40:00+00:00,39.0,39.0,19,2023-01-05,2023,1,January,Thursday
217,2023-01-05 19:55:00+00:00,27.0,27.0,19,2023-01-05,2023,1,January,Thursday
218,2023-01-05 20:10:00+00:00,28.0,28.0,20,2023-01-05,2023,1,January,Thursday
219,2023-01-05 20:25:00+00:00,32.0,32.0,20,2023-01-05,2023,1,January,Thursday
220,2023-01-05 20:40:00+00:00,28.0,28.0,20,2023-01-05,2023,1,January,Thursday
221,2023-01-05 20:55:00+00:00,19.0,19.0,20,2023-01-05,2023,1,January,Thursday
222,2023-01-05 21:10:00+00:00,40.0,40.0,21,2023-01-05,2023,1,January,Thursday
223,2023-01-05 21:25:00+00:00,30.0,30.0,21,2023-01-05,2023,1,January,Thursday
224,2023-01-05 21:40:00+00:00,25.0,25.0,21,2023-01-05,2023,1,January,Thursday
225,2023-01-05 21:55:00+00:00,16.0,16.0,21,2023-01-05,2023,1,January,Thursday
226,2023-01-05 22:10:00+00:00,11.0,11.0,22,2023-01-05,2023,1,January,Thursday
227,2023-01-05 22:25:00+00:00,9.0,9.0,22,2023-01-05,2023,1,January,Thursday
228,2023-01-05 22:40:00+00:00,12.0,12.0,22,2023-01-05,2023,1,January,Thursday
229,2023-01-05 22:55:00+00:00,7.0,7.0,22,2023-01-05,2023,1,January,Thursday
230,2023-01-05 23:10:00+00:00,13.0,13.0,23,2023-01-05,2023,1,January,Thursday
231,2023-01-05 23:25:00+00:00,11.0,11.0,23,2023-01-05,2023,1,January,Thursday
232,2023-01-05 23:40:00+00:00,11.0,11.0,23,2023-01-05,2023,1,January,Thursday
233,2023-01-05 23:55:00+00:00,10.0,10.0,23,2023-01-05,2023,1,January,Thursday
234,2023-01-06 00:10:00+00:00,6.0,6.0,0,2023-01-06,2023,1,January,Friday
235,2023-01-06 00:25:00+00:00,2.0,2.0,0,2023-01-06,2023,1,January,Friday
236,2023-01-06 00:40:00+00:00,,3.0,0,2023-01-06,2023,1,January,Friday
237,2023-01-06 00:55:00+00:00,3.0,3.0,0,2023-01-06,2023,1,January,Friday
238,2023-01-06 01:10:00+00:00,2.0,2.0,1,2023-01-06,2023,1,January,Friday
239,2023-01-06 01:25:00+00:00,6.0,6.0,1,2023-01-06,2023,1,January,Friday
240,2023-01-06 01:40:00+00:00,1.0,1.0,1,2023-01-06,2023,1,January,Friday
241,2023-01-06 01:55:00+00:00,2.0,2.0,1,2023-01-06,2023,1,January,Friday
242,2023-01-06 02:10:00+00:00,1.0,1.0,2,2023-01-06,2023,1,January,Friday
243,2023-01-06 02:25:00+00:00,3.0,3.0,2,2023-01-06,2023,1,January,Friday
244,2023-01-06 02:40:00+00:00,12.0,12.0,2,2023-01-06,2023,1,January,Friday
245,2023-01-06 02:55:00+00:00,1.0,1.0,2,2023-01-06,2023,1,January,Friday
246,2023-01-06 03:10:00+00:00,2.0,2.0,3,2023-01-06,2023,1,January,Friday
247,2023-01-06 03:25:00+00:00,2.0,2.0,3,2023-01-06,2023,1,January,Friday
248,2023-01-06 03:40:00+00:00,,3.0,3,2023-01-06,2023,1,January,Friday
249,2023-01-06 03:55:00+00:00,4.0,4.0,3,2023-01-06,2023,1,January,Friday
250,2023-01-06 04:10:00+00:00,7.0,7.0,4,2023-01-06,2023,1,January,Friday
251,2023-01-06 04:25:00+00:00,2.0,2.0,4,2023-01-06,2023,1,January,Friday
252,2023-01-06 04:40:00+00:00,1.0,1.0,4,2023-01-06,2023,1,January,Friday
253,2023-01-06 04:55:00+00:00,3.0,3.0,4,2023-01-06,2023,1,January,Friday
254,2023-01-06 05:10:00+00:00,7.0,7.0,5,2023-01-06,2023,1,January,Friday
255,2023-01-06 05:25:00+00:00,6.0,6.0,5,2023-01-06,2023,1,January,Friday
256,2023-01-06 05:40:00+00:00,12.0,12.0,5,2023-01-06,2023,1,January,Friday
257,2023-01-06 05:55:00+00:00,10.0,10.0,5,2023-01-06,2023,1,January,Friday
258,2023-01-06 06:10:00+00:00,19.0,19.0,6,2023-01-06,2023,1,January,Friday
259,2023-01-06 06:25:00+00:00,23.0,23.0,6,2023-01-06,2023,1,January,Friday
260,2023-01-06 06:40:00+00:00,27.0,27.0,6,2023-01-06,2023,1,January,Friday
261,2023-01-06 06:55:00+00:00,16.0,16.0,6,2023-01-06,2023,1,January,Friday
262,2023-01-06 07:10:00+00:00,7.0,7.0,7,2023-01-06,2023,1,January,Friday
263,2023-01-06 07:25:00+00:00,12.0,12.0,7,2023-01-06,2023,1,January,Friday
264,2023-01-06 07:40:00+00:00,17.0,17.0,7,2023-01-06,2023,1,January,Friday
265,2023-01-06 07:55:00+00:00,22.0,22.0,7,2023-01-06,2023,1,January,Friday
266,2023-01-06 08:10:00+00:00,30.0,30.0,8,2023-01-06,2023,1,January,Friday
267,2023-01-06 08:25:00+00:00,44.0,44.0,8,2023-01-06,2023,1,January,Friday
268,2023-01-06 08:40:00+00:00,46.0,46.0,8,2023-01-06,2023,1,January,Friday
269,2023-01-06 08:55:00+00:00,40.0,40.0,8,2023-01-06,2023,1,January,Friday
270,2023-01-06 09:10:00+00:00,49.0,49.0,9,2023-01-06,2023,1,January,Friday
271,2023-01-06 09:25:00+00:00,44.0,44.0,9,2023-01-06,2023,1,January,Friday
272,2023-01-06 09:40:00+00:00,63.0,63.0,9,2023-01-06,2023,1,January,Friday
273,2023-01-06 09:55:00+00:00,49.0,49.0,9,2023-01-06,2023,1,January,Friday
274,2023-01-06 10:10:00+00:00,77.0,77.0,10,2023-01-06,2023,1,January,Friday
275,2023-01-06 10:25:00+00:00,60.0,60.0,10,2023-01-06,2023,1,January,Friday
276,2023-01-06 10:40:00+00:00,89.0,89.0,10,2023-01-06,2023,1,January,Friday
277,2023-01-06 10:55:00+00:00,59.0,59.0,10,2023-01-06,2023,1,January,Friday
278,2023-01-06 11:10:00+00:00,60.0,60.0,11,2023-01-06,2023,1,January,Friday
279,2023-01-06 11:25:00+00:00,73.0,73.0,11,2023-01-06,2023,1,January,Friday
280,2023-01-06 11:40:00+00:00,54.0,54.0,11,2023-01-06,2023,1,January,Friday
281,2023-01-06 11:55:00+00:00,71.0,71.0,11,2023-01-06,2023,1,January,Friday
282,2023-01-06 12:10:00+00:00,75.0,75.0,12,2023-01-06,2023,1,January,Friday
283,2023-01-06 12:25:00+00:00,78.0,78.0,12,2023-01-06,2023,1,January,Friday
284,2023-01-06 12:40:00+00:00,67.0,67.0,12,2023-01-06,2023,1,January,Friday
285,2023-01-06 12:55:00+00:00,63.0,63.0,12,2023-01-06,2023,1,January,Friday
286,2023-01-06 13:10:00+00:00,91.0,91.0,13,2023-01-06,2023,1,January,Friday
287,2023-01-06 13:25:00+00:00,98.0,98.0,13,2023-01-06,2023,1,January,Friday
288,2023-01-06 13:40:00+00:00,110.0,110.0,13,2023-01-06,2023,1,January,Friday
